Fecha;País;Marca;Cliente;Ingresos;Gastos
27/11/2022;Chile;Innovatech;Pequeñas y medianas empresas;187209,14;$94487,634
27/11/2022;Chile;Cybernova;Pequeñas y medianas empresas;28075,58;$21228,8
28/11/2022;Argentina;NeuroNet;Pequeñas y medianas empresas;2462293,80;$2172221,766
29/11/2022;México;Cybernova;Sector público;129069,81;$68572,341
29/11/2022;Chile;OmegaTech;Sector público;12937,73;$9819,39
29/11/2022;Chile;Cybernova;Pequeñas y medianas empresas;161148,76;$91387,095
30/11/2022;Chile;Cybernova;Instituciones educativas;93684,46;$53731,976
1/12/2022;Argentina;NexTec;Instituciones educativas;17088,68;$8891,7
1/12/2022;México;NexTec;Consumidores finales;53551,42;$29062,698
1/12/2022;Uruguay;Cybernova;Sector público;5343,42;$4545,36
2/12/2022;Uruguay;Innovatech;Sector público;2915961,61;$2326147,044
3/12/2022;Argentina;Cybernova;Consumidores finales;475807,50;$375570
3/12/2022;Chile;Innovatech;Sector público;434559,23;$384172,8
3/12/2022;México;OmegaTech;Sector público;456279,92;$375987,3
3/12/2022;México;NeuroNet;Sector público;55438,17;$30413,68
4/12/2022;Uruguay;Innovatech;Instituciones educativas;121209,98;$103875,6
4/12/2022;Uruguay;Cybernova;Sector público;849530,64;$732222,4
5/12/2022;México;OmegaTech;Instituciones educativas;96652,92;$89345
5/12/2022;Perú;NexTec;Sector público;16973,43;$12882,372
5/12/2022;México;OmegaTech;Pequeñas y medianas empresas;250972,60;$198100,656
7/12/2022;Chile;NexTec;Grandes clientes;54274,53;$51216,192
9/12/2022;México;Cybernova;Instituciones educativas;52559,85;$37628,155
9/12/2022;Perú;NexTec;Sector público;383877,98;$379293,6
9/12/2022;Argentina;NexTec;Pequeñas y medianas empresas;25004,13;$13717,4
10/12/2022;México;Innovatech;Sector público;252925,54;$213101,2
11/12/2022;Perú;NexTec;Instituciones educativas;30850,45;$21853,68
11/12/2022;Perú;NexTec;Sector público;464877,84;$378908,4
13/12/2022;México;OmegaTech;Pequeñas y medianas empresas;299381,10;$265092,5
13/12/2022;Argentina;Innovatech;Pequeñas y medianas empresas;332310,00;$294250
13/12/2022;Argentina;Cybernova;Pequeñas y medianas empresas;377625,00;$334375
14/12/2022;Chile;NexTec;Sector público;9778,50;$6580,5
14/12/2022;Uruguay;NeuroNet;Sector público;572428,74;$490565,04
16/12/2022;Uruguay;Innovatech;Instituciones educativas;976722,89;$901428,348
16/12/2022;Perú;OmegaTech;Instituciones educativas;42321,79;$36000,8883
16/12/2022;Uruguay;Cybernova;Consumidores finales;194984,45;$183997,2
16/12/2022;Chile;NexTec;Consumidores finales;83112,48;$55931,04
16/12/2022;Chile;Cybernova;Sector público;6575,19;$5512,64
16/12/2022;Chile;NexTec;Sector público;94999,51;$82668,735
16/12/2022;Chile;Cybernova;Pequeñas y medianas empresas;247076,46;$233527,5
17/12/2022;Uruguay;NeuroNet;Pequeñas y medianas empresas;56813,22;$43889,688
18/12/2022;Perú;OmegaTech;Instituciones educativas;208268,12;$177469,344
19/12/2022;México;NeuroNet;Consumidores finales;24468,83;$16466,444
19/12/2022;Argentina;Cybernova;Sector público;44414,42;$33625,071
20/12/2022;Perú;NeuroNet;Consumidores finales;453036,71;$400507,848
20/12/2022;Chile;Cybernova;Sector público;645011,70;$509128,256
20/12/2022;México;NeuroNet;Pequeñas y medianas empresas;538513,92;$462240
21/12/2022;México;Innovatech;Sector público;36820,27;$25284,1
21/12/2022;Argentina;Cybernova;Grandes clientes;31009,77;$23186,9
22/12/2022;Perú;NeuroNet;Sector público;66690,96;$57245
23/12/2022;Perú;NeuroNet;Sector público;927812,32;$886898,925
23/12/2022;Argentina;NexTec;Pequeñas y medianas empresas;19167,20;$13820,013
24/12/2022;Argentina;Cybernova;Instituciones educativas;56049,62;$29778,1
25/12/2022;Perú;Cybernova;Consumidores finales;2136946,64;$1780468,872
25/12/2022;Uruguay;Cybernova;Sector público;4628,30;$3627,3
25/12/2022;Uruguay;NeuroNet;Pequeñas y medianas empresas;16142,95;$12470,85
26/12/2022;Perú;Innovatech;Sector público;19652,40;$14878,35
28/12/2022;México;Cybernova;Sector público;4017,93;$3049,5
28/12/2022;Perú;OmegaTech;Sector público;93050,72;$47922,732
28/12/2022;Argentina;Innovatech;Pequeñas y medianas empresas;2806666,72;$2312771,188
29/12/2022;México;NexTec;Sector público;125051,97;$110552,4
30/12/2022;México;Cybernova;Instituciones educativas;34114,74;$18124,516
30/12/2022;Argentina;OmegaTech;Grandes clientes;73566,12;$71957,5
31/12/2022;Chile;OmegaTech;Instituciones educativas;913280,71;$599521
